English,Polish
marble,marmur
lilly,Lilly
chun,Chun
curly,kręcony
judged,osądzony
bidding,licytacja
erased,wymazany
confuse,pomylić
masterpiece,arcydzieło
pentagon,pięciokąt
oppa,Oppa
tow,holowniczy
seduce,uwieść
bathtub,wanna
pets,Zwierzęta
bricks,Cegły
goa,Goa
hotter,gorętszy
regime,reżim
contempt,pogarda
batch,seria
m-i,mi
ramsay,Ramsay
speeding,przyśpieszenie
compartment,przedział
tackle,przybory
wage,płaca
shines,świeci
lifting,podnoszenie
hustle,gwar
inmates,więźniowie
km,km
psst,Psst
scooter,skuter
relatively,stosunkowo
stoned,zjarany
supernatural,nadprzyrodzony
darwin,Darwin
viewers,widzowie
lorenzo,Lorenzo
treasures,skarby
yankee,Jankes
lang,Lang
taco,taco
charts,wykresy
brigade,brygada
bankrupt,bankrut
marianne,Marianne
bikes,rowery
lookout,Uważaj
merchandise,towar
slippery,śliski
duchess,księżna
gulf,Zatoka
foam,piana
steals,kradnie
numerous,liczny
ripping,przybierka
trusts,zaufanie
flock,trzoda
potion,eliksir
fiance,narzeczony
glimpse,dojrzeć
invincible,niezwyciężony
compensation,odszkodowanie
kettle,czajnik
stroll,przechadzka
trish,Trish
brendan,Brendan
cafeteria,stołówka
sane,rozsądny
currency,waluta
amsterdam,Amsterdam
radius,promień
verify,zweryfikować
founded,założony
medic,lekarski
peek,zerkać
sewer,kanał ściekowy
vernon,Vernon
callie,Callie
bbc,BBC
hull,kadłub
solomon,Salomon
madonna,Madonna
toad,ropucha
powell,Powell
maxwell,Maxwell
moose,Łoś
souvenir,pamiątka
stitch,szew
compass,kompas
mercury,rtęć
locking,zamykający
edwards,Edwards
frederick,Frederick
dislike,nie lubić
stu,Stu
rib,żebro
pamela,Pamela
brace,klamra
ban,zakaz
gracias,Gracias
stitches,szwy
thrust,pchnięcie
referred,skierowane
achievement,osiągnięcie
links,spinki do mankietów
denying,zaprzeczanie
monastery,klasztor
newly,nowo
impatient,niecierpliwy
recruit,rekrut
sunk,zatopiony
ignorance,ignorancja
drugged,odurzony
predicted,przewidywane
floyd,Floyd
creator,twórca
mississippi,Mississippi
civilized,cywilizowany
artery,tętnica
dynamic,dynamiczny
competing,konkurujący
buffy,Buffy
distribution,dystrybucja
turk,Turek
voiceover,lektor
stereo,stereofoniczny
ethel,Ethel
ark,arka
carpenter,stolarz
it.,To.
warner,Warner
industries,branże
melted,stopiony
upsetting,niepokojące
cruz,Cruz
labs,laboratoria
bluff,urwisko
bender,giętarka
unbearable,nie do zniesienia
narcotics,Narkotyki
juicy,soczysty
eerie,niesamowity
ingrid,Ingrid
mwah,Mwah
slippers,kapcie
freaky,zakręcony
vip,VIP
troop,stado
footprints,Ślady
dani,Dani
pact,pakt
apparent,pozorny
repeated,powtarzający się
foreigner,cudzoziemiec
feelin,Feelin
journalists,dziennikarze
employer,pracodawca
penelope,Penelopa
grim,ponury
medieval,średniowieczny
damien,Damien
frustrating,denerwujący
rehearse,odbywać próby
travelled,podróżował
preparation,przygotowanie
microwave,kuchenka mikrofalowa
denial,odmowa
flute,flet prosty
juvenile,nieletni
paddy,Paddy
retarded,niedorozwinięty
memo,notatka
canvas,płótno
fa,fa
and-and,i i
symbols,symbolika
mccoy,McCoy
daly,Daly
driveway,podjazd
funky,odjechany
kitten,kotek
nicest,Najmilsze
deceive,zwodzić
negro,Murzyn
chopped,posiekana
consultant,konsultant
rifles,karabiny
heating,ogrzewanie
rays,Promienie
architecture,architektura
gideon,Gideon
butch,lesbijka
warmer,grzałka
contribution,składka
advisor,doradca
peoples,narody
groceries,artykuły spożywcze
behaved,zachowywał się
experiencing,Doświadczenie
yοu,You
settling,utknięcie
tractor,ciągnik
unacceptable,gorszący
imitating,naśladowanie
squadron,eskadra
briggs,Briggs
smallest,najmniejsze
ethics,etyka
gibson,Gibson
devotion,poświęcenie
plumber,hydraulik
burgers,Burgery
knots,węzły
broom,miotła
briefing,odprawa
curve,krzywa
informant,informator
applauding,oklaskiwanie
whites,upławy
app,App
andrews,Andrews
blog,blog
ox,wół
vase,wazon
glance,zerknąć
collective,kolektyw
poles,biegunki
sixty,sześćdziesiąt
fantasies,Fantazje
heritage,dziedzictwo
motherfucking,Motthing
fisherman,rybak
armstrong,Armstrong
nder,Nder
complained,skarżył się
nightclub,Klub nocny
willow,wierzba
preliminary,wstępny
server,serwer
provides,zapewnia
mat,mata
appreciation,uznanie
a-a,A-A
historic,historyczny
jorge,Jorge
promote,promować
processing,przetwarzanie
naples,Neapol
high-pitched,wysoki
pumping,pompowanie
stalker,prześladowca
goats,kozy
francine,Francine
smokes,pali
introduction,wstęp
valid,ważny
portuguese,portugalski
negotiations,negocjacje
o.r.,Lub.
wheeler,kołodziej
overheard,podsłuchał
iove,iove
breeding,hodowla
part-time,niepełny etat
barge,barka
refugees,uchodźcy
wah,Wah
observed,zauważony
tigers,Tygrysy
brothel,burdel
missions,misje
ashore,na brzeg
panda,panda
discretion,dyskrecja
yale,Yale
disappointing,niezadowalający
insect,owad
prophecy,proroctwo
wanda,Wanda
absent,nieobecny
machinery,maszyneria
generals,generalicja
carrot,marchewka
ferrari,Ferrari
wrecked,Rozbity
gestapo,gestapo
greene,Greene
suggestions,propozycje
puff,ptyś
supportive,Wspierający
punching,uderzenie
lulu,Lulu
intervention,interwencja
layers,warstwy
hughes,Hughes
scholar,uczony
libby,Libby
predators,drapieżniki
accusations,oskarżenia
8th,8
olympics,Olimpiada
accounting,rachunkowość
jj,JJ
expertise,ekspertyza
strap,pasek
fitz,Fitz
darryl,Darryl
butts,Budy
approaches,podchodzi do
flags,flagi
embarrassment,zakłopotanie
faking,Faking
jamal,Jamal
vanilla,wanilia
grapes,winogrona
dominic,Dominic
beacon,latarnia morska
handkerchief,chusteczka
rubbing,tarcie
mallory,Mallory
rustling,szelest
lighten,rozjaśnić
flora,flora
cuban,kubański
polar,polarny
translator,tłumacz
congrats,gratulacje
passports,paszporty
grabbing,chwytanie
alf,Alf
brotherhood,braterstwo
ernest,Ernest
professionals,profesjonaliści
yuan,yuan
understandable,zrozumiale
banner,transparent
academic,akademicki
thuds,Thuds
sa,sa
publicly,publicznie
orphans,sieroty
pearls,Perły
predator,drapieżnik
brien,Brien
frances,Frances
addison,Addison
syrup,syrop
cartel,kartel
nash,Nash
walsh,Walsh
norma,Norma
bluffing,Blefing
permitted,dozwolony
unpredictable,nieobliczalny
wagner,Wagner
suspension,zawieszenie
addresses,adresy
stamps,Znaczki
category,Kategoria
transition,przemiana
peas,groszek
cautious,ostrożny
k.,k.
isabella,Izabela
comparison,porównanie
coats,kurtki
islam,islam
thugs,bandyci
grams,gramy
freshman,student pierwszego roku
toilets,WC
banquet,bankiet
coup,pucz
shaken,przygotowany w shakerze
investigations,dochodzenia
toothbrush,Szczoteczka do zębów
expressed,wyrażone
vulgar,wulgarny
haunt,nawiedzać
improvement,poprawa
zeus,Zeus
murdoch,Murdoch
smelling,pachnący
kirby,Kirby
repairs,remont
jeong,Jeong
conducted,prowadzone
ollie,Ollie
bakery,piekarnia
busting,Bierzenia
investigated,zbadane
60s,60.
admission,wstęp
essay,Praca pisemna
twitter,świergot
depths,otchłań
fewer,mniej
guarding,strzegący
altered,zmieniony
filing,piłowanie
ecstasy,ekstaza
snatch,urywek
stored,przechowywane
tropical,tropikalny
pharmacy,Apteka
dalton,Dalton
altitude,Wysokość
admired,podziwiany
dickhead,Dickhead
priya,Priya
mamma,mama
moe,Moe
grind,mielić
bombay,Bombaj
he,On
lowest,najniższy
makin,Makin
sentences,zdania
mute,niemy
full-time,pełny etat
scratching,Drapanie
imprisoned,uwięziony
danish,duński
glowing,rozjarzony
zhang,Zhang
martini,martini
leah,Leah
empress,cesarzowa
equipped,wyposażony
finale,finał
tarzan,Tarzan
storms,burze
sniff,powąchać
oh.,Oh.
me.,Ja.
slick,przysiek
unarmed,bezbronny
16th,16.
violated,naruszone
vent,kratka wentylacyjna
dd,Dd
breakthrough,przełom
stud,stadnina
addressed,zaadresowany
tactical,taktyczny
vessels,naczynia
procedures,procedury
ching,Ching
dine,jeść obiad
draws,rysuje
crowds,tłumy
limb,kończyna
wool,wełna
montana,Montana
giovanni,Giovanni
jerks,targanie
numb,zdrętwiały
oceans,oceany
priceless,bezcenny
rocking,kołysanie
commanding,imponujący
relaxing,odprężający
clatters,brzęk
merci,Merci
gerard,Gerard
packs,paczki
parlor,salon
cabbage,kapusta
josé,José
intruder,intruz
considerable,znaczny
argued,argumentował
paladin,paladyn
tellin,Tellin
pupils,uczniowie
inspire,inspirować
positively,pozytywnie
igor,Igor
traded,handlowany
shipped,wysłany
feminine,kobiecy
vague,niejasny
partly,częściowo
6th,6th
insight,wgląd
lucia,Lucia
stages,gradacja
um-,um-
screenplay,scenariusz
marquis,Markiz
rahul,Rahul
ripe,dojrzały
awaiting,Oczekiwanie
pigeons,gołębie
clayton,Clayton
tempted,Skuszony
inherit,dziedziczyć
decline,spadek
pennsylvania,Pensylwania
fang,kieł
shitting,sranie
tens,kilkadziesiąt
gigantic,gigantyczny
guv,szanowny pan
readings,odczyty
headmaster,dyrektor szkoły
tenth,dziesiąty
seals,pieczęcie
peyton,Peyton
avoided,uniknąć
blankets,koce
overlapping,nakładanie się
flipped,odwrócony
yield,dawać
ads,reklamy
backstage,za kulisami
quiz,kartkówka
mosque,Meczet
weaver,tkacz
puppies,Szczenięta
stated,stwierdzono
vicki,Vicki
weirdo,dziwak
belongings,dobytek
functions,Funkcje
reservations,Rezerwacje
chilly,chłodno
betsy,Betsy
eldest,najstarszy
traditions,tradycje
factories,fabryki
feedback,informacja zwrotna
repeatedly,wielokrotnie
exquisite,znakomity
pickle,marynata
masses,szerokie rzesze
pauline,Pauline
frogs,Żaby
crosses,krzyże
headaches,bóle głowy
arctic,arktyczny
reinforcements,posiłki
secondary,wtórny
pajamas,piżama
roles,role
asteroid,asteroida
unsub,REZUK
mixing,mieszanie
courier,kurier
jeanne,Jeanne
carrots,marchew
fuckers,skurwiele
translated,przetłumaczony
longing,tęsknota
cigars,cygara
manipulate,manipulować
liberal,liberał
investors,inwestorzy
bun,kok
sly,chytry
pickles,ogórki konserwowe
temperatures,temperatury
sweetest,Najsłodsze
motto,motto
moss,mech
yum,mniam
melting,topienie
yan,Yan
requesting,prośba
lava,lawa
you.,Ty.
kris,Kris
monthly,miesięczny
noses,nos
tickle,łaskotać
ufo,UFO
timothy,tymotka
stacey,Stacey
j.r.,J.R.
midst,Środek
herbert,Herbert
purchased,zakupione
tis,Tis
convenience,wygoda
flashlight,latarka
dewey,Dewey
tripped,potknęło się
easiest,Najłatwiej
shouted,krzyknął
splitting,rozdzielać
bryce,Bryce
commands,polecenia
demanded,żądane
cuff,mankiet
cosmos,kosmos
curfew,godzina policyjna
instructed,poinstruowano
notorious,notoryczny
prague,Praga
q,Q
streak,pasemko
equivalent,równowartość
pitiful,żałosny
fin,płetwa
greeting,Powitanie
propaganda,propaganda
doorstep,próg
hilda,Hilda
butterflies,motyle
fascinated,zafascynowany
jude,Jude
beatrice,Beatrice
miriam,Miriam
dumping,dumping
karan,Karan
condo,mieszkanie
fearless,nieustraszony
cripple,kaleka
errand,zadanie
in,W
halls,Halls
imitates,naśladuje
harley,Harley
ravi,Ravi
gretchen,Gretchen
sailed,popłynął
nico,Nico
baking,pieczenie
connecting,złączony
bourbon,Burbon
cathedral,katedra
malone,Malone
bong,Bong
tying,wiązać
lists,listy
strangle,udusić
stripped,obnażony
loans,pożyczki
manchester,Manchester
briefly,krótko
tessa,Tessa
unfinished,niedokończony
experimental,eksperymentalny
greeks,Grecy
lil,Lil
mainland,kontynent
w-what,w-co
judgement,osąd
stammers,Zakazów
pike,szczupak
liars,kłamcy
slot,otwór
17th,17.
amazon,Amazonka
flooded,zalane
torment,dręczyć
mermaid,syrena
rapist,gwałciciel
sanders,Sanders
triggered,rozsierdzony
expects,Oczekuje
lisbon,Lizbona
reader,czytelnik
keyboard,klawiatura
roam,wędrować
seventeen,siedemnaście
openly,otwarcie
deacon,diakon
olga,Olga
jackpot,pula
soaked,Namoczony
printing,druk
yuck,Wędźnia
shorty,krótki
extract,wyciąg
nköö,Nköö
you-you,ty ty
prostitutes,prostytutki
cherish,kochać
logs,dzienniki
takin,Takin
sponge,gąbka
bates,Bates
cuffs,Mankiety
virginity,dziewictwo
torturing,torturowanie
unity,jedność
coop,kooperacja
forge,kuźnia
morse,Morse
guru,Guru
tai,Tai
skilled,wykwalifikowany
dev,dev
insists,nalega
calf,łydka
oof,oof
allowance,dodatek
homosexual,homoseksualny
vijay,Vijay
shapes,kształty
rosemary,rozmaryn
idle,bezczynny
slaughtered,zabity
resent,Wysłany ponownie
cassandra,Cassandra
leaking,wyciek
likewise,podobnie
riddle,zagadka
ghetto,getto
sunglasses,okulary słoneczne
vega,Vega
newest,Najnowsza
valve,zawór
geek,maniak
fucks,Fucks
gangsters,gangsterzy
pies,ciasta
publisher,wydawca
troubling,niepokojące
trembling,drżenie
marathon,maraton
douche,natrysk
conducting,prowadzenie
sundays,niedziele
shrieks,wrzaski
fiancee,narzeczona
frankenstein,Frankenstein
summers,Summers
wei,Wei
liang,Liang
burglar,włamywacz
spiders,pająki
norway,Norwegia
crops,uprawy
infant,Dziecko
falcon,sokół
pursuing,ściganie
humiliate,poniżyć
hydrogen,wodór
karaoke,karaoke
encountered,napotkane
alberto,Alberto
corey,Corey
scope,zakres
cultures,kultury
speakers,Głośniki
superstar,Super gwiazda
orgasm,orgazm
byron,Byron
gravy,sos
calculations,obliczenia
vocal,wokal
severely,surowo
hating,nienawiść
novels,powieści
mindy,Mindy
boiled,gotowany
metaphor,metafora
kindergarten,przedszkole
fades,zanika
anders,Anders
fi,fi
brazilian,brazylijski
devastating,niszczycielski
bea,Bea
interfering,wścibski
dripping,kapanie
ops,ops
cuz,Bo
holden,Holden
suited,dopasowany
merciful,miłosierny
hayley,Hayley
affirmative,twierdzący
runaway,uciec
shoo,Shoo
italians,Włosi
wales,Walia
santiago,Santiago
adapt,przystosować się
renee,Renee
mal,Mal
smartest,najmądrzejsze
blacks,Czarni
struggled,walczył
prostitution,prostytucja
payback,Zemsta
buenos,Buenos
vintage,klasyczny
diapers,pieluchy
killings,zabójstwa
courthouse,Sąd
tong,Tong
cubs,Cubs
surfing,surfing
indiana,Indiana
spotlight,reflektor
frontier,granica
monte,Monte
stocks,dyby
patterson,Patterson
holiness,świętość
denmark,Dania
isolation,izolacja
starters,początkowe
resigned,zrezygnowany
acquainted,obeznany
meow,miauczeć
appearances,występy
loft,strych
snitch,kapuś
ribbon,wstążka
dares,odważ
greatness,wielkość
fallon,spadnie na
coolest,najfajniejszy
decency,przyzwoitość
mayday,Mayday
michigan,Michigan
reactor,reaktor
buckle,klamra
vanity,próżność
simmons,Simmons
earning,zarobkowy
marriages,małżeństwa
docks,doki
lopez,Lopez
alleged,rzekomy
asap,jak najszybciej
preparations,przygotowania
bugging,Wzmocnienie
conquered,podbili
cuckoo,kukułka
crib,kołyska
yogurt,Jogurt
secondly,po drugie
nixon,Nixon
portland,Portland
fishy,podejrzany
flick,trzepnięcie
scratched,porysowane
muffin,muffinka
hale,krzepki
tailor,dostosować
chimney,komin
nuns,zakonnice
ezra,Ezra
packet,paczka
homemade,domowej roboty
farming,rolnictwo
genuinely,prawdziwie
rumours,plotki
daniels,Daniels
blouse,bluza
kite,latawiec
buses,autobusy
hassan,Hassan
rhyme,wierszyk
invaded,zaatakowany
quentin,Quentin
equation,równanie
transmitter,nadajnik
morons,kretyni
lime,Limonka
rotting,gnicie
20s,20s
remorse,wyrzuty sumienia
otis,Otis
marker,znacznik
aiming,cel
adds,dodaje
chores,obowiązki
gem,klejnot
blasted,wybuchł
grabs,chwyta
courageous,odważny
determination,determinacja
beaver,bóbr
publishing,wydawniczy
crickets,świerszcze
well-known,dobrze znane
11th,11
exercises,Ćwiczenia
testament,testament
apocalypse,apokalipsa
phew,Ufw
dicks,Dicks
paralyzed,sparaliżowany
headlines,nagłówki
stripes,paski
santos,Santos
breaths,Oddechy
abort,anulować
heap,sterta
ketchup,Keczup
responded,odpowiedział
edmund,Edmund
gracie,Gracie
protects,chroni
tummy,brzuszek
hog,wieprz
yakuza,Yakuza
weeping,płacz
fragments,paprochy
catastrophe,katastrofa
bp,BP
churches,kościoły
pins,szpilki
shaving,golenie
not-,nie-
legit,legalny
yoo,Yoo
targeted,celowane
simpler,Prostsze
noticing,zauważanie
rover,wędrowiec
lars,Lars
moreover,ponadto
releasing,zwalnianie
fascist,faszystowski
greta,Greta
spitting,plucie
colt,źrebię
tristan,Tristan
hardy,wytrzymały
truce,rozejm
plaza,plac
bronze,brązowy
guarded,ostrożny
airline,linia lotnicza
ramon,Ramon
incapable,niezdolny
punches,uderzenia
sanchez,Sanchez
hq,HQ
privately,prywatnie
vatican,Watykan
surround,otaczać
barrett,Barrett
edna,Edna
alvin,Alvin
consolation,pocieszenie
gutter,rynna
lan,Lan
astonishing,zadziwiający
broker,pośrednik
seizure,napad
fright,strach
runnin,Runnin
leaning,oparty
mic,mikrofon
scarlett,Scarlett
berry,jagoda
paulie,Paulie
lacking,brakuje
verge,skraj
lucifer,Lucyfer
contribute,brać w czymś udział
jewellery,biżuteria
richards,Richards
erotic,erotyczny
feng,Feng
siblings,rodzeństwo
est,est
dre,Dre
cass,Cass
disk,dysk
op,op
comics,komiksy
obstacle,przeszkoda
ale,ale
coral,koral
hamburger,Hamburger
biscuit,Herbatnik
redemption,odkupienie
thug,bandyta
concussion,wstrząs mózgu
martinez,Martinez
disgust,niesmak
wright,Wright
nsa,NSA
arise,powstać
celebrities,sławni ludzie
kev,Kev
dolphins,Dolfiny
kidneys,nerki
leaked,wyciek
solving,Rozwiązanie
plasma,osocze
singapore,Singapur
scram,odwalić się
regain,wracać
conductor,konduktor
ministers,Ministrowie
gender,płeć
removing,usuwanie
cocky,zarozumiały
know.,wiedzieć.
richest,Najbogatsze
deciding,Decydowanie
poo,Poo
dispute,spór
brute,bydlę
incidents,incydenty
telly,telewizja
capsule,kapsuła
chefs,Szefowie kuchni
psychopath,psychopata
dumpster,śmietnik
lire,lire
jarod,Jarod
bind,wiązać
chops,kotlety
crust,Skorupa
poorly,słabo
weighs,waży
bundle,pakiet
vibrating,wibracja
ricardo,Ricardo
encouraging,zachęcający
dwayne,Dwayne
polo,gra polo
singers,piosenkarze
ada,Ada
meteor,meteor
firmly,mocno
prettiest,Najładniejsze
hormones,hormony
starboard,sterburta
chauffeur,szofer
download,pobierać
neill,Neill
garrison,garnizon
recovering,odzyskiwanie
heated,Ogrzewany
hillary,Hillary
cctv,CCTV
postcard,Pocztówka
darlin,Darlin
convert,konwertować
celia,Celia
abi,Abi
sissy,maminsynek
reef,rafa
tis,Tis
treasury,skarbiec
calmly,spokojnie
mathematics,matematyka
ar,ar
ups,UPS
shameful,haniebny
abbey,opactwo
strategic,strategiczny
wrists,nadgarstki
payroll,lista płac
beethoven,Beethoven
immense,ogromny
heartless,bez serca
magnus,Magnus
banged,Bugled
montgomery,Montgomery
protector,ochraniacz
michelangelo,Michał Anioł
teller,narrator
raging,wściekły
applying,aplikowanie
mop,wycierać
sol,sol
atom,atom
paolo,Paolo
this,Ten
unload,rozładować
detector,detektor
switching,przełączanie
handles,uchwyty
favorites,ulubione
stinky,śmierdzące
lina,Lina
norton,Norton
regional,regionalny
heil,Heil
richer,bogatszy
secrecy,tajność
thighs,Uda
rigged,sfałszowany
thesis,Praca dyplomowa
zeke,Zeke
consumed,strawiony
ahold,Ahold
tuned,dostrojony
atlantis,Atlantyda
repaired,naprawiony
leverage,wpływ
winnie,Kubuś
weary,zmęczony
costa,Kostary
rue,żałować
cowboys,kowboje
employ,zatrudniać
provoke,sprowokować
stool,stołek
postpone,odłożyć
extensive,rozległy
beau,amant
urgently,pilnie
optimistic,optymistyczny
lotus,lotos
apologizing,przepraszanie
spooky,straszny
skate,łyżwa
maze,Labirynt
arrests,aresztowania
dialing,wybieranie
fireplace,kominek
gt,Gt
vicar,wikariusz
beetle,chrząszcz
horace,Horace
suspicions,podejrzenia
stupidity,głupota
restricted,ograniczony
skating,łyżwiarstwo
pupil,uczeń
homo,Homo
thumbs,kciuki
hostess,gospodyni
cheng,Cheng
sneaky,podstępny
swollen,spuchnięty
por,por
unlocked,odblokowany
eliza,Eliza
gladys,Gladys
mixture,mieszanina
porsche,Porsche
diagnosed,zdiagnozowano
vaughn,Vaughn
ri,Ri
liberation,oswobodzenie
nay,nie
crows,Wrony
rockets,rakiety
starfleet,Starfleet
reindeer,renifer
that,To
shampoo,szampon
milton,Milton
mai,Mai
skiing,narciarstwo
overhead,nad głową
disturbance,niepokojenie
cohen,Cohen
spits,Pluby
crank,korba
crocodile,krokodyl
bulls,byki
medals,medale
sierra,Sierra
motivation,motywacja
dangers,niebezpieczeństwa
exploring,odkrywanie
mist,mgła
galaxies,galaktyki
ju,Ju
sculpture,rzeźba
marjorie,Marjorie
adrenaline,Adrenalina
malik,Malik
lt.,Lt.
allied,sprzymierzony
manor,dwór
convoy,konwój
carly,Carly
elliott,Elliott
merit,zasługa
cutter,nóż
stressful,stresujący
forming,formowanie
bikini,bikini
sway,kołysać
virgil,Wergiliusz
soy,soja
nell,Nell
salty,słony
elf,elf
belts,pasy
yvonne,Yvonne
disney,Disney
contractor,wykonawca
rodeo,rodeo
crackers,krakersy
playboy,lekkoduch
arch,łuk
operated,obsługiwane
crews,Załogi
scanner,Skaner
dads,tatusiowie
limbs,odnóża
bathe,kąpać
cardiac,sercowy
persuaded,przekonane
argentina,Argentyna
velvet,aksamit
hyde,Hyde
stem,trzon
rewarded,wynagrodzony
taiwan,Tajwan
warfare,działania wojenne
lakhs,Lakhs
filter,filtr
pumped,pompowany
sterling,szterling
gran,Gran
right.,Prawidłowy.
fills,wypełnienia
chet,Chet
disc,dysk
percentage,odsetek
bravery,odwaga
edges,krawędzie
diaper,pielucha
lyle,Lyle
ida,Ida
preserved,zachowane
sutton,Sutton
katrina,Katrina
champions,mistrzowie
partying,imprezowanie
sergei,Siergiej
pd,Pd
morality,moralność
crate,skrzynia
mina,Mina
complications,komplikacje
sausages,kiełbaski
smoothly,płynnie
rafael,Rafael
cradle,kolebka
leopard,lampart
chu,Chu
gardner,Gardner
athens,Ateny
wh-what,Wh-co
abu,Abu
kramer,Kramer
magnet,magnes
psychotic,psychotyczny
vaccine,szczepionka
motivated,zmotywowany
aggression,agresja
courses,kursy
it`s,to
willis,Willis
expanding,Rozszerzanie się
vance,Vance
bases,bazy
burglary,włamanie
stumbled,natknąłem się
buns,bułki
confronted,skonfrontowany
geneva,Genewa
increasingly,coraz bardziej
sidewalk,chodnik
shady,zacieniony
defended,broniony
resolution,rezolucja
chooses,wybiera
tapped,stuknięte
exploding,eksplodowanie
punks,punki
scenery,sceneria
hitch,zaczep
severed,odcięty
wink,puścić oczko
initially,początkowo
assessment,ocena
shredder,Niszczarka
villains,złoczyńcy
miners,górniczy
introducing,Przedstawianie
focusing,skupienie
rainy,deszczowy
amendment,poprawka
getaway,uciec
recognised,rozpoznane
blackout,zaciemnienie
leash,smycz
muhammad,Muhammad
eyebrows,brwi
livin,Livin
bouncing,Odbijanie
nipples,sutki
oh,Oh
raft,tratwa
pharaoh,faraon
pots,garnki
refreshing,orzeźwiający
wandered,Wędrował
roz,Roz
abel,Abel
beatles,Beatles
confined,ograniczony
contagious,zakaźny
madeline,Madeline
beijing,Pekin
frequently,często
operational,operacyjny
shakes,trzęsie się
thanking,Dziękuję
suffers,cierpi
basil,bazylia
babylon,Babilon
to,Do
drilling,wiercenie
agencies,agencje
buffet,bufet
farms,gospodarstwa
motives,motywy
cocoa,kakao
perception,postrzeganie
targeting,celowanie
thudding,łomot
blares,Blares
dense,gęsty
pinned,przypięty
pending,aż do
nod,ukłon
crunch,schrupać
stains,plamy
nervously,nerwowo
caribbean,Karaiby
bouquet,bukiet
stabbing,dźgnięcie
screws,śruby
boone,Boone
philosopher,filozof
bulb,żarówka
sinner,grzesznik
ongoing,bieżący
editing,redagowanie
veteran,weteran
drip,kroplówka
r.,R.
mara,Mara
inspiring,Inspirujące
gale,wichura
flint,krzemień
nova,Nova
nevada,Nevada
manning,Manning
membership,członkostwo
puerto,Puerto
raphael,Raphael
chalk,kreda
liable,podatny
manuscript,rękopis
h.,H.
organised,zorganizowany
clanging,brzęk
markets,rynki
rama,Rama
austria,Austria
chocolates,czekoladki
l.,l.
trafficking,handel ludźmi
philly,Philly
unaware,nieświadomy
loot,łup
perish,zginąć
processed,obrobiony
clone,klon
whooshing,Whooshing
hangover,kac
flatter,pochlebiać
wretch,nieszczęśnik
weasel,łasica
columbia,Kolumbia
israeli,izraelski
shatters,Shatters
lace,Sznurówka
indication,wskazanie
allan,Allan
cora,Cora
drifting,dryfowanie
grady,Grady
undress,Rozbierz się
dolphin,delfin
faked,fałszywy
depart,odjeżdżać
monument,pomnik
tyres,Opony
marissa,Marissa
lorraine,Lorraine
pow,pow
invade,najechać
scooby,Scooby
hazel,Leszczyna
rep,reprezentant
est,est
heavier,cięższy
tart,tarta
mocking,kpiąc
forgets,zapomina
sinister,złowrogi
christy,Christy
dex,Dex
judas,Judasz
assemble,gromadzić się
shortcut,skrót
transformation,transformacja
posts,posty
generosity,hojność
amusement,rozrywka
beta,beta
counseling,doradztwo
bobo,Bobo
honors,korona
snatched,porywane
phyllis,Phyllis
measured,wymierzony
gamma,gamma
squeals,Piszki
evidently,widocznie
mildred,Mildred
caitlin,Caitlin
dubai,Dubai
lantern,latarnia
combine,łączyć
nero,Nero
trey,Trey
toughest,najtrudniejsze
limp,utykać
implying,sugerując
matrix,matryca
dots,kropki
kilometres,kilometry
evacuation,ewakuacja
earliest,najwcześniej
incompetent,niekompetentny
closure,zamknięcie
descent,zejście
parachute,spadochron
analyze,analizować
crushing,miażdżący
classmates,koledzy z klasy
excessive,nadmierny
tighter,ciaśniejszy
hump,garb
fuzzy,zamazany
tad,berbeć
punishing,karanie
pageant,korowód
wan,blady
reveals,ujawnia
wildlife,dzikiej przyrody
clare,Clare
poking,Sztukanie
rehearsing,próba
homecoming,powrót
swelling,obrzęk
shrieking,Wrzeszcze
squawking,Squawking
tardis,TARDIS
caine,Caine
statues,posągi
practiced,doświadczony
christianity,chrześcijaństwo
hazard,zaryzykować
stretched,rozciągnięty
dea,Dea
trudy,Trudy
slug,ślimak
frustration,udaremnienie
edie,Edie
deception,oszustwo
lillian,Lillian
trespassing,wtargnięcie
elimination,eliminacja
comforting,pocieszający
len,Len
preach,kazanie
practise,ćwiczyć
damages,odszkodowanie
ex-boyfriend,były chłopak
exits,Wyjścia
yer,Yer
appointments,spotkania
significance,znaczenie
drummer,perkusista
specimen,próbka
voodoo,wiara w czary
cleo,Cleo
misunderstand,źle zrozumieć
asthma,astma
errands,sprawunki
hypocrite,hipokryta
snorts,Snors
advocate,rzecznik
cutie,Cutie
obtained,uzyskany
cristina,Cristina
radioactive,radioaktywny
richmond,Richmond
ideals,ideały
apprentice,uczeń
unreasonable,nierozsądny
inmate,więzień
siege,oblężenie
cobra,kobra
increases,wzrasta
harbour,port
90s,lata 90
illegally,nielegalnie
rattle,grzechotka
trim,przycinać
noodle,makaron
antibiotics,Antybiotyki
mattered,miał znaczenie
declaration,deklaracja
virtual,wirtualny
intuition,intuicja
revs,Revs
darcy,Darcy
scales,waga
testified,zeznał
gigi,Gigi
twenty-five,dwadzieścia pięć
bypass,objazd
pneumonia,zapalenie płuc
manly,męski
medicines,leki
slowing,Spowolnienie
groan,jęk
dungeon,loch
chaps,CHAPS
ncis,NCIS
consequence,konsekwencja
intercept,przechwycić
badass,skurczybyk
examples,przykłady
fists,pięści
klink,Klink
substantial,istotny
brag,przechwalać
pitcher,dzban
